FAC_TRI,EST_D_TRI,UPM,ING_X_HRS,INGOCUP,HRSOCUP,ANIOS_ESC,NIV_INS,EDA,SEX,ENT
147,0401,2803690,33.33333,6880,48,12,4,19,1,28
118,0400,2803692,28.14815,6536,54,12,4,38,1,28
118,0400,2803692,33.84615,9460,65,9,3,24,1,28
118,0400,2803692,31.74603,8600,63,12,4,25,1,28
118,0400,2803692,102.04082,21500,49,12,4,30,1,28
118,0400,2803692,33.33333,6880,48,10,3,28,1,28
118,0400,2803692,39.58333,8170,48,9,3,48,2,28
137,0400,2803698,100,10750,25,9,3,52,1,28
137,0400,2803698,37.5,7740,48,16,4,24,1,28
153,0400,2803700,45.45455,8600,44,3,1,50,1,28
153,0400,2803700,66.66667,4300,15,0,1,61,1,28
153,0400,2803700,58.13953,10000,40,17,4,53,2,28
123,0400,2803703,69.76744,12900,43,7,2,32,1,28
123,0400,2803703,47.91667,9890,48,9,3,34,2,28
123,0400,2803703,46.75,8041,40,9,3,32,2,28
123,0400,2803703,20,3440,40,0,1,40,1,28
123,0400,2803703,44.25,7611,40,17,4,23,2,28
123,0400,2803703,45,7740,40,17,4,30,2,28
123,0400,2803703,45.65217,9030,46,17,4,29,1,28
98,0400,2803707,26.77326,5526,48,9,3,46,2,28
98,0400,2803707,37.03704,8600,54,12,4,23,1,28
98,0400,2803707,33.33333,6450,45,12,4,39,2,28
98,0400,2803707,31.11111,6020,45,9,3,20,1,28
98,0400,2803707,29.16667,6020,48,11,3,19,2,28
98,0400,2803707,31.14826,6429,48,9,3,24,1,28
98,0400,2803707,61.76471,9030,34,9,3,28,1,28
77,0400,2803715,100,12900,30,9,3,53,1,28
77,0400,2803715,33.63636,6364,44,12,4,29,1,28
77,0400,2803715,32.88889,6364,45,12,4,36,2,28
105,0400,2803733,22.22222,1720,18,6,2,60,2,28
105,0400,2803733,26,5590,50,9,3,30,1,28
105,0400,2803733,16.66667,860,12,12,4,22,2,28
105,0400,2803733,25,6020,56,9,3,27,1,28
105,0400,2803733,49.83389,12000,56,16,4,46,1,28
105,0400,2803733,206.71835,40000,45,16,4,43,2,28
96,0400,2803750,19.5427,10000,119,9,3,25,1,28
88,0400,2803752,30.70175,7525,57,9,3,37,1,28
88,0400,2803752,41.94444,6493,36,6,2,40,2,28
88,0400,2803752,53.33333,3440,15,6,2,45,1,28
88,0400,2803752,38.91638,7865,47,9,3,58,1,28
88,0400,2803752,18.18182,5160,66,10,3,17,1,28
88,0400,2803752,75,7740,24,9,3,15,1,28
103,0400,2803753,34.09091,6450,44,9,3,42,1,28
103,0400,2803753,34.09091,6450,44,9,3,43,2,28
103,0400,2803753,34.09091,6450,44,9,3,49,2,28
103,0400,2803753,9.09091,1720,44,6,2,57,2,28
103,0400,2803753,50,10320,48,12,4,52,2,28
103,0400,2803753,41.66667,10750,60,12,4,34,1,28
103,0400,2803753,21.0084,10750,119,3,1,58,1,28
103,0400,2803753,50,6450,30,8,2,23,1,28
85,0400,2803756,28.10078,5800,48,9,3,23,1,28
85,0400,2803756,41.66667,2150,12,6,2,49,2,28
85,0400,2803756,66.66667,5160,18,15,4,21,1,28
85,0400,2803756,37.94872,6364,39,10,3,18,1,28
77,0400,2803766,1.74419,300,40,6,2,86,1,28
77,0400,2803766,33.22259,12000,84,12,4,49,1,28
77,0400,2803766,55.55556,8600,36,9,3,48,2,28
77,0400,2803766,39.86711,12000,70,12,4,27,1,28
77,0400,2803766,29.90033,9000,70,11,3,17,1,28
77,0400,2803766,34.66667,6708,45,9,3,51,2,28
77,0400,2803766,29.79167,6149,48,6,2,26,1,28
77,0400,2803766,18.51852,4300,54,9,3,37,1,28
77,0400,2803766,54.16667,5590,24,8,2,20,1,28
77,0400,2803766,19.48052,6450,77,9,3,18,2,28
125,0400,2803770,16.32653,3440,49,6,2,69,2,28
125,0400,2803770,31.04167,6407,48,9,3,65,1,28
125,0400,2803770,23.83333,6149,60,12,4,29,2,28
125,0400,2803770,28.75,5934,48,6,2,44,1,28
125,0400,2803770,31.85562,6575,48,9,3,40,2,28
125,0400,2803770,33.21705,5999,42,12,4,23,1,28
125,0400,2803770,31.97674,6600,48,9,3,19,1,28
125,0400,2803770,52.08333,10750,48,12,4,46,1,28
125,0400,2803770,29.16667,6020,48,9,3,43,1,28
125,0400,2803770,30.95238,5590,42,12,4,20,1,28
89,0400,2803772,17.85714,4300,56,8,2,59,1,28
125,0400,2803770,27.08333,8385,72,6,2,41,1,28
89,0400,2803772,33.33333,8600,60,12,4,58,1,28
89,0400,2803772,8.57143,2580,70,6,2,59,2,28
89,0400,2803772,28.57143,6880,56,16,4,23,2,28
89,0400,2803772,29.01961,6364,51,12,4,21,1,28
89,0400,2803696,41.66667,8600,48,12,4,59,1,28
89,0400,2803696,33.33333,8600,60,6,2,59,1,28
89,0400,2803696,31.42857,4730,35,2,1,58,2,28
89,0400,2803696,21.80233,4500,48,16,4,32,1,28
89,0400,2803696,33,7095,50,9,3,45,2,28
89,0400,2803696,41.66667,10750,60,15,4,25,2,28
89,0400,2803696,24.6,5289,50,9,3,46,2,28
89,0400,2803696,99.66777,24000,56,9,3,31,1,28
89,0400,2803696,52.08333,10750,48,12,4,34,2,28
89,0400,2803696,50,12900,60,12,4,36,1,28
113,0400,2803781,48.57143,7310,35,9,3,51,1,28
118,0400,2803789,47.91667,9890,48,9,3,51,1,28
118,0400,2803789,26.08696,5160,46,10,3,28,1,28
118,0400,2803789,97.67442,16800,40,15,4,37,1,28
118,0400,2803789,58.13953,12000,48,12,4,27,2,28
118,0400,2803789,79.06977,13600,40,15,4,40,1,28
118,0400,2803789,111.11111,4300,9,15,4,62,1,28
71,0400,2803790,31.25,6450,48,12,4,24,2,28
71,0400,2803790,37.5,7740,48,12,4,26,1,28
71,0400,2803790,75,6450,20,9,3,46,2,28
71,0400,2803790,72.5,12470,40,17,4,27,1,28
71,0400,2803790,50,4300,20,9,3,30,2,28
71,0400,2803790,31.25,6450,48,9,3,28,1,28
112,0402,2803792,51.67959,8000,36,15,4,43,2,28
112,0402,2803792,41.66667,8600,48,6,2,47,1,28
215,0400,2803800,22.22222,5160,54,6,2,20,2,28
80,0401,2804641,14.28571,3010,49,6,2,47,2,28
80,0401,2804641,17.85714,2150,28,9,3,25,2,28
80,0401,2804641,27.08333,5590,48,9,3,24,1,28
80,0401,2804641,55.55556,12900,54,9,3,47,1,28
80,0401,2804641,16.66667,5160,72,9,3,37,1,28
199,0401,2804641,133.33333,10320,18,9,3,70,2,28
80,0401,2804641,31.81818,9030,66,6,2,51,2,28
199,0401,2804641,26.2963,6106,54,16,4,22,1,28
80,0401,2804641,34.16667,7052,48,9,3,54,2,28
199,0401,2804641,21.31148,5590,61,17,4,25,2,28
80,0401,2804641,44.56522,8815,46,9,3,55,2,28
80,0401,2804641,40,8084,47,12,4,23,1,28
67,0401,2803806,56.25,11610,48,9,3,31,1,28
102,0401,2804240,34.88372,6000,40,12,4,30,2,28
140,0400,2803822,21.80556,6751,72,9,3,37,2,28
90,0400,2803825,50,10750,50,12,4,45,1,28
90,0400,2803825,45.45455,10750,55,12,4,35,1,28
90,0400,2803825,12.5,3010,56,12,4,34,2,28
55,0400,2804186,100,860,2,6,2,88,1,28
55,0400,2804186,23,4945,50,9,3,45,2,28
55,0400,2804186,20.34884,4200,48,15,4,31,1,28
138,0400,2803841,100,3440,8,16,4,45,2,28
134,0400,2803842,33.33333,3440,24,9,3,28,1,28
138,0400,2803841,29.09091,6880,55,0,1,83,1,28
134,0400,2803842,22.75025,4500,46,0,1,79,1,28
134,0400,2803842,18.75,3870,48,6,2,41,2,28
134,0400,2803842,25,6450,60,6,2,49,2,28
134,0400,2803842,35.55556,6880,45,9,3,40,1,28
113,0400,2803845,41.66667,8600,48,6,2,48,1,28
113,0400,2803845,31.25,6450,48,4,1,46,2,28
113,0400,2803845,41.66667,8600,48,5,1,45,1,28
113,0400,2803845,125,12900,24,6,2,53,1,28
113,0400,2803845,60,1290,5,9,3,38,2,28
113,0400,2803845,50,2580,12,9,3,18,2,28
113,0400,2803845,66.66667,12900,45,16,4,37,1,28
108,0400,2804095,33.33333,4300,30,1,1,65,2,28
108,0400,2804095,52.08333,10750,48,6,2,64,1,28
108,0400,2804095,140,9030,15,9,3,57,2,28
108,0400,2804095,104.16667,21500,48,6,2,55,1,28
72,0401,2803875,27.27273,6450,55,5,1,42,1,28
72,0401,2803875,48.44961,5000,24,16,4,26,2,28
72,0401,2803875,34.375,7095,48,9,3,45,1,28
72,0401,2803875,58.13953,10000,40,16,4,26,1,28
72,0401,2803875,104.65116,9000,20,15,4,55,2,28
85,0400,2803876,51.74419,8900,40,9,3,41,1,28
85,0400,2803876,29.58333,6106,48,12,4,47,2,28
85,0400,2803876,31.25,6450,48,12,4,21,2,28
96,0401,2803897,76.74419,15840,48,17,4,46,1,28
96,0401,2803897,13.33333,2580,45,14,4,20,2,28
96,0401,2803897,500,4300,2,12,4,51,2,28
108,0400,2803904,35.31438,8200,54,12,4,55,2,28
108,0400,2803904,40,7740,45,12,4,26,1,28
108,0400,2803904,19.04762,6880,84,11,3,22,1,28
80,0401,2803917,73,12556,40,16,4,42,1,28
80,0401,2803917,58.82353,12900,51,17,4,53,1,28
80,0401,2803917,89.28571,10750,28,17,4,48,2,28
80,0401,2803917,70,12040,40,16,4,44,2,28
94,0402,2804966,37.97896,6859,42,9,3,49,2,28
94,0402,2804966,124.03101,16000,30,12,4,32,2,28
94,0402,2804966,81.39535,14000,40,11,3,26,2,28
94,0402,2804966,116.27907,20000,40,15,4,52,1,28
94,0402,2804966,93.02326,16000,40,15,4,51,2,28
94,0402,2804966,35,6020,40,14,4,26,1,28
94,0402,2804966,28.125,5805,48,12,4,22,1,28
94,0402,2804966,174.4186,15000,20,12,4,53,1,28
94,0402,2804966,120.93023,13000,25,12,4,44,2,28
94,0402,2804966,25,5160,48,10,3,19,1,28
119,0400,2803923,41.75,7181,40,9,3,30,2,28
119,0400,2803923,28.57143,5160,42,12,4,38,1,28
119,0400,2803923,53,9116,40,15,4,31,1,28
106,0400,2805431,40,9460,55,13,4,34,1,28
106,0400,2805431,28.125,5805,48,12,4,31,2,28
106,0400,2805431,25,5160,48,12,4,32,2,28
106,0400,2805431,41.66667,8600,48,14,4,33,1,28
86,0401,2803934,62.5,12900,48,8,2,49,1,28
86,0401,2803934,37.5,645,4,4,1,54,2,28
70,0402,2803936,88.59358,32000,84,9,3,33,1,28
70,0402,2803936,36.45833,7525,48,16,4,62,1,28
188,0401,2803940,42.5,7310,40,12,4,34,2,28
118,0402,2804998,33.75,6966,48,9,3,48,1,28
79,0400,2803945,22.22222,5160,54,6,2,46,1,28
79,0400,2803945,27.08333,5590,48,9,3,60,1,28
79,0400,2803945,23.33333,6020,60,6,2,51,1,28
79,0400,2803945,33.33333,8600,60,0,1,68,1,28
79,0400,2803945,61.53846,3440,13,12,4,33,1,28
79,0400,2803945,32.88889,6364,45,12,4,50,1,28
70,0401,2803949,47.05882,10320,51,12,4,32,1,28
70,0401,2803949,29.80769,6665,52,15,4,27,1,28
70,0401,2803949,19.76744,3400,40,15,4,26,2,28
70,0401,2803949,41.66667,10750,60,12,4,50,1,28
70,0401,2803949,72.91667,15050,48,6,2,58,1,28
76,0401,2803950,88.59358,16000,42,17,4,40,2,28
70,0401,2803949,42.85714,7740,42,9,3,32,1,28
76,0401,2803950,64.40072,3600,13,17,4,67,1,28
76,0401,2803950,138.42746,25000,42,9,3,45,1,28
76,0401,2803950,118.75309,24000,47,9,3,44,2,28
125,0401,2803960,58.13953,10000,40,17,4,42,2,28
125,0401,2803960,40.625,5590,32,4,1,64,1,28
125,0401,2803960,139.53488,24000,40,17,4,65,2,28
125,0401,2803960,41.66667,10750,60,17,4,44,1,28
419,0401,2803961,267.44186,46000,40,17,4,32,1,28
80,0400,2803976,50,2580,12,6,2,53,2,28
80,0400,2803976,22.72727,4300,44,6,2,67,1,28
80,0400,2803976,19.93355,6000,70,9,3,51,2,28
80,0400,2803976,16,3440,50,17,4,22,2,28
143,0401,2803983,116.27907,20000,40,15,4,38,1,28
143,0401,2803983,116.27907,20000,40,15,4,35,1,28
143,0401,2803983,69.76744,12000,40,12,4,25,1,28
113,0401,2803985,35,6020,40,12,4,46,1,28
113,0401,2803985,62.5,12900,48,16,4,23,1,28
113,0401,2803985,41.66667,6450,36,12,4,52,1,28
113,0401,2803985,100,6450,15,12,4,52,1,28
113,0401,2803985,30,5160,40,15,4,44,2,28
95,0401,2803988,68.62745,15050,51,16,4,40,1,28
103,0402,2805075,24.9186,6429,60,16,4,49,2,28
103,0402,2805075,51.11111,9890,45,16,4,43,1,28
103,0402,2805075,50,3870,18,9,3,47,2,28
103,0402,2805075,40.32162,8149,47,12,4,24,1,28
93,0401,2803998,41.86047,7200,40,12,3,52,2,28
93,0401,2803998,53.48837,9200,40,19,4,25,2,28
93,0401,2803998,279.06977,30000,25,17,4,58,1,28
93,0401,2803998,45.65217,9030,46,16,4,28,2,28
73,0401,2804004,66.66667,3440,12,9,3,57,2,28
73,0401,2804004,62.6,13459,50,16,4,26,2,28
145,0400,2804007,34.15141,6902,47,6,2,38,1,28
145,0400,2804007,33.40909,6321,44,12,4,40,2,28
66,0401,2804012,29.16667,9030,72,9,3,38,1,28
66,0401,2804012,32.70833,6751,48,17,4,27,2,28
66,0401,2804012,50,1290,6,6,2,70,1,28
66,0401,2804012,46.51163,6000,30,12,4,61,1,28
116,0401,2804013,33.33333,6880,48,12,4,31,1,28
116,0401,2804013,32.6087,6450,46,17,4,30,2,28
116,0401,2804013,39.13043,7740,46,9,3,52,2,28
84,0401,2804022,422.83298,20000,11,17,4,43,1,28
84,0401,2804022,80.23256,13800,40,18,4,56,2,28
84,0401,2804022,57.5,9890,40,17,4,26,2,28
84,0401,2804022,66.66667,6880,24,9,3,42,2,28
84,0401,2804022,30,6450,50,9,3,21,1,28
67,0402,2804024,37.5,7740,48,8,2,32,1,28
67,0402,2804024,25.42373,6450,59,9,3,31,2,28
67,0402,2804024,50,9890,46,12,4,27,1,28
67,0402,2804024,41.66667,6450,36,12,4,29,2,28
67,0402,2804024,39.13043,7740,46,9,3,45,1,28
63,0401,2804028,27.08333,5590,48,6,2,83,1,28
63,0401,2804028,29.16667,6020,48,6,2,83,1,28
63,0401,2804028,33.33333,6880,48,6,2,83,1,28
168,0400,2804030,30,7740,60,6,2,48,2,28
168,0400,2804030,25.83979,6000,54,9,3,47,2,28
168,0400,2804030,30.43478,9030,69,9,3,38,1,28
168,0400,2804030,32.11517,5800,42,12,4,39,2,28
168,0400,2804030,44.88372,8106,42,9,3,42,2,28
168,0400,2804030,32.25806,8600,62,0,1,19,1,28
168,0400,2804030,77.77778,21070,63,12,3,51,1,28
82,0401,2804719,52.77778,12255,54,17,4,54,1,28
82,0401,2804719,55.55556,4300,18,9,3,53,2,28
82,0401,2804719,118.05556,18275,36,16,4,33,1,28
82,0401,2804719,42.37288,10750,59,16,4,24,2,28
82,0401,2804719,28.51852,6622,54,12,4,21,1,28
82,0401,2804719,41.66667,9675,54,12,4,27,2,28
82,0401,2804719,36.33721,7500,48,16,4,42,1,28
82,0401,2804719,77.77778,15050,45,6,2,49,1,28
82,0401,2804719,22.22222,6880,72,6,2,42,1,28
82,0401,2804719,34.375,7095,48,6,2,41,2,28
82,0401,2804719,29.09091,6880,55,11,3,19,1,28
82,0401,2804719,33.33333,3440,24,9,3,16,1,28
80,0401,2804754,52.77778,8170,36,9,3,28,1,28
80,0401,2804754,25,7740,72,12,4,24,1,28
80,0401,2804754,42.22222,6536,36,9,3,20,2,28
80,0401,2804754,43.05556,6665,36,9,3,45,1,28
80,0401,2804754,31.8,6837,50,9,3,22,2,28
80,0401,2804754,31.8,6837,50,9,3,19,1,28
83,0401,2804610,17.49629,3536,47,9,3,57,1,28
83,0401,2804610,62.5,12900,48,15,4,32,2,28
83,0401,2804610,27.08333,5590,48,3,1,58,2,28
83,0401,2804610,315.78947,25800,19,16,4,33,1,28
83,0401,2804610,29.68827,6000,47,9,3,54,1,28
83,0401,2804610,45.2381,8170,42,9,3,32,2,28
98,0400,2804060,39.21569,8600,51,12,4,34,1,28
98,0400,2804060,38.46154,4300,26,6,2,56,1,28
108,0400,2804063,50,6450,30,12,4,25,1,28
108,0400,2804063,80,8600,25,9,3,36,1,28
108,0400,2804063,47.25,8127,40,12,4,27,2,28
108,0400,2804063,44.29679,12000,63,2,1,78,1,28
132,0400,2804065,62.5,10750,40,4,1,55,1,28
132,0400,2804065,83.33333,6450,18,9,3,45,2,28
132,0400,2804065,28.85659,5956,48,15,4,22,2,28
132,0400,2804065,40,6880,40,12,4,21,2,28
132,0400,2804065,37.97896,6859,42,9,3,48,2,28
132,0400,2804065,16.66667,4300,60,11,3,17,2,28
132,0400,2804065,29.89826,6171,48,9,3,49,1,28
132,0400,2804065,22.39826,4623,48,2,1,41,2,28
132,0400,2804065,23.33333,6020,60,9,3,19,1,28
150,0400,2804070,33.33333,7740,54,9,3,42,1,28
150,0400,2804070,33.33333,5160,36,11,3,18,1,28
150,0400,2804070,41.66667,10750,60,10,3,21,1,28
150,0400,2804070,58.33333,15050,60,9,3,59,1,28
150,0400,2804070,33.33333,5160,36,9,3,53,2,28
90,0401,2804075,65.11628,11200,40,12,3,31,1,28
202,0401,2804077,20,5160,60,6,2,75,1,28
202,0401,2804077,22.69841,6149,63,9,3,52,2,28
202,0401,2804077,35.43743,9600,63,13,4,44,1,28
147,0400,2804078,29.06977,6000,48,8,2,56,1,28
147,0400,2804078,66.66667,13760,48,16,4,47,2,28
147,0400,2804078,37.5,7740,48,9,3,32,1,28
147,0400,2804078,18.25194,4709,60,12,4,54,1,28
104,0400,2804140,62.5,3225,12,3,1,65,1,28
104,0400,2804140,82.68734,16000,45,15,4,44,1,28
104,0400,2804140,27.77778,8600,72,4,1,60,2,28
104,0400,2804140,44,9460,50,12,4,35,1,28
104,0400,2804140,31.37255,6880,51,3,1,24,1,28
104,0400,2804140,34.19973,2500,17,9,3,57,2,28
104,0400,2804140,25,2150,20,3,1,72,2,28
104,0400,2804140,41.66667,10750,60,9,3,47,1,28
104,0400,2804140,31.25,6450,48,12,4,23,1,28
100,0401,2804087,20.22245,4000,46,12,4,49,1,28
100,0401,2804087,93.02326,24000,60,16,4,57,2,28
113,0400,2804099,29.41176,4300,34,3,1,70,1,28
113,0400,2804099,32.22222,6235,45,3,1,26,1,28
113,0400,2804099,28.64826,5913,48,9,3,33,2,28
113,0400,2804099,25,7740,72,9,3,31,1,28
113,0400,2804099,35,6020,40,9,3,30,1,28
69,0400,2803722,28.30189,6450,53,12,4,34,1,28
69,0400,2803722,28.88889,5590,45,6,2,55,2,28
130,0400,2804112,250,17200,16,6,2,42,1,28
130,0400,2804112,27.08333,5590,48,12,4,19,1,28
130,0400,2804112,33.62791,5784,40,12,4,19,1,28
130,0400,2804112,41.66667,8600,48,6,2,40,1,28
130,0400,2804112,20.83333,6450,72,9,3,48,1,28
130,0400,2804112,29.06977,6000,48,9,3,44,1,28
98,0400,2804137,44.73684,7310,38,6,2,45,1,28
130,0400,2804112,27.08333,5590,48,16,4,22,1,28
98,0400,2804137,33.33333,4300,30,6,2,57,2,28
98,0400,2804137,39.47368,6450,38,6,2,52,2,28
98,0400,2804137,50,8600,40,6,2,44,1,28
98,0400,2804137,96.77419,12900,31,13,4,45,1,28
98,0400,2804138,69.76744,12000,40,12,4,46,1,28
98,0400,2804138,50,5160,24,8,2,42,2,28
98,0400,2804138,35.21127,10750,71,12,4,19,1,28
98,0400,2804138,96.89922,20000,48,16,4,44,1,28
98,0400,2804138,42.54757,8050,44,9,3,46,1,28
98,0400,2804138,35,4515,30,6,2,34,2,28
98,0400,2804138,44.44444,8600,45,12,4,48,1,28
80,0401,2804142,93.02326,20000,50,17,4,46,2,28
80,0401,2804142,41.66667,8600,48,12,4,58,1,28
80,0401,2804142,100.56568,16000,37,17,4,35,1,28
80,0401,2804142,20.83333,4300,48,9,3,56,1,28
80,0401,2804142,50,6450,30,17,4,36,2,28
93,0400,2804143,44.57364,9200,48,12,4,48,1,28
93,0400,2804143,18.75,1290,16,12,4,48,2,28
93,0400,2804143,46.2963,10750,54,9,3,46,1,28
95,0400,2804149,37.5,5160,32,1,1,63,1,28
95,0400,2804149,33.33333,6450,45,0,1,54,1,28
95,0400,2804149,36.04167,7439,48,12,4,52,2,28
95,0400,2804149,36.04167,7439,48,9,3,25,1,28
95,0400,2804149,41.66667,4300,24,9,3,26,2,28
95,0400,2804149,125,4300,8,3,1,50,2,28
99,0400,2804151,28.57143,7740,63,15,4,27,1,28
99,0400,2804151,93.02326,16000,40,12,4,54,1,28
99,0400,2804151,33.33333,8600,60,13,4,26,1,28
99,0400,2804151,41.66667,10750,60,14,4,21,1,28
99,0400,2804151,29.16667,6020,48,1,1,64,1,28
177,0400,2804156,44.68085,9030,47,12,4,37,1,28
177,0400,2804156,36.17021,7310,47,12,4,35,2,28
132,0400,2804436,36.47992,6902,44,6,2,49,1,28
132,0400,2804436,42.30769,7095,39,12,4,28,1,28
132,0400,2804436,32.19512,5676,41,17,4,27,2,28
132,0400,2804436,44.44444,6880,36,12,4,24,2,28
132,0400,2804436,38.61111,5977,36,15,4,21,1,28
132,0400,2804436,63.87097,8514,31,9,3,42,1,28
132,0400,2804436,8.33333,1290,36,9,3,41,2,28
132,0400,2804436,348.83721,6000,4,12,4,44,1,28
132,0400,2804436,36.73469,7740,49,7,2,50,1,28
116,0400,2804167,20.83333,4300,48,11,3,20,1,28
116,0400,2804167,29.33333,5676,45,12,4,24,2,28
116,0400,2804167,50,7740,36,9,3,38,1,28
116,0400,2804167,77.51938,24000,72,6,2,74,1,28
116,0400,2804167,38.09524,6880,42,6,2,57,1,28
116,0400,2804167,33.33333,7740,54,12,4,31,1,28
116,0400,2804167,22.22222,3440,36,12,3,43,2,28
122,0400,2804171,12.98701,4300,77,6,2,64,2,28
122,0400,2804171,25.60606,7267,66,6,2,29,1,28
122,0400,2804171,53.57143,6450,28,6,2,28,2,28
122,0400,2804171,62.5,12900,48,13,4,65,1,28
122,0400,2804171,62.5,21500,80,8,2,46,1,28
122,0400,2804171,12.5,1290,24,1,1,65,2,28
122,0400,2804171,25.99179,7600,68,16,4,33,1,28
122,0400,2804171,74.07407,8600,27,6,2,22,1,28
122,0400,2804171,10.41667,1075,24,9,3,25,2,28
88,0400,2804187,37.2093,6880,43,12,4,41,1,28
88,0400,2804187,38.69048,13975,84,9,3,40,1,28
88,0400,2804187,29.16667,6020,48,4,1,58,1,28
88,0400,2804187,6.49351,2150,77,6,2,50,1,28
117,0400,2804189,25,5160,48,12,4,19,1,28
117,0400,2804189,45.3125,6235,32,14,4,19,1,28
117,0400,2804189,33.64826,6945,48,11,3,21,1,28
112,0400,2804195,66.66667,860,3,2,1,62,2,28
112,0400,2804195,6.25,430,16,9,3,36,2,28
112,0400,2804195,140.94433,20000,33,6,2,66,1,28
154,0400,2804197,37.93103,9460,58,12,4,22,1,28
154,0400,2804197,31.25,6450,48,9,3,23,1,28
154,0400,2804197,33.33333,6880,48,10,3,20,1,28
154,0400,2804197,31.25,6450,48,12,4,21,2,28
118,0400,2804201,34,7310,50,12,4,32,1,28
118,0400,2804201,20,4300,50,9,3,49,1,28
118,0400,2804201,46.51163,8600,43,6,2,46,2,28
118,0400,2804201,62.5,19350,72,9,3,55,1,28
118,0400,2804201,28.88889,5590,45,17,4,31,1,28
90,0400,2804488,4.16944,753,42,6,2,45,1,28
90,0400,2804488,33.33333,3870,27,6,2,40,1,28
90,0400,2804488,33.33333,5590,39,6,2,55,2,28
90,0400,2804488,37.5,7740,48,9,3,37,1,28
90,0400,2804488,166.66667,6450,9,9,3,38,2,28
90,0400,2804488,35.41667,7310,48,15,4,24,1,28
114,0400,2804219,27.77778,6450,54,9,3,25,1,28
114,0400,2804219,68.62745,15050,51,12,4,23,1,28
114,0400,2804219,50,6450,30,9,3,21,2,28
114,0400,2804219,40,6020,35,6,2,57,2,28
114,0400,2804219,37.5,2580,16,6,2,35,2,28
114,0400,2804219,37.5,2580,16,9,3,27,2,28
115,0400,2804229,31.91489,6450,47,9,3,30,2,28
115,0400,2804229,76.92308,8600,26,9,3,39,1,28
115,0400,2804229,34.09091,6450,44,10,3,24,1,28
115,0400,2804229,36.36364,6880,44,9,3,21,1,28
115,0400,2804229,22.22222,5160,54,6,2,40,1,28
194,0400,2804231,34.46809,6966,47,9,3,30,2,28
194,0400,2804231,24.07407,5590,54,2,1,27,1,28
194,0400,2804231,34.09091,6450,44,9,3,55,1,28
113,0400,2803744,25,7740,72,9,3,49,1,28
113,0400,2803744,31.50152,6231,46,6,2,22,2,28
113,0400,2803744,80,17200,50,12,4,50,1,28
113,0400,2803744,38.75969,7000,42,12,4,46,2,28
113,0400,2803744,46.15385,5160,26,12,4,18,1,28
113,0400,2803744,277.77778,21500,18,12,4,50,1,28
174,0400,2804236,41.66667,8600,48,9,3,43,1,28
174,0400,2804236,37.5,6450,40,9,3,42,2,28
47,0401,2803951,19.04762,1720,21,7,2,15,2,28
47,0401,2803951,22.51163,968,10,13,4,29,1,28
128,0400,2804258,25,6450,60,9,3,53,1,28
128,0400,2804258,19.04762,3440,42,6,2,50,2,28
128,0400,2804258,28.35821,8170,67,5,1,27,1,28
128,0400,2804258,50,4515,21,9,3,47,2,28
128,0400,2804258,17.22653,4000,54,9,3,25,1,28
128,0400,2804258,40,8600,50,16,4,25,1,28
141,0400,2804263,95.83333,9890,24,12,4,52,1,28
141,0400,2804263,70.58824,5160,17,9,3,32,1,28
141,0400,2804263,44.44444,3440,18,6,2,36,1,28
101,0400,2804265,31.25,6450,48,9,3,53,1,28
101,0400,2804265,38.63636,7310,44,6,2,54,1,28
101,0400,2804265,32.29974,5000,36,12,4,28,2,28
82,0400,2804274,62.5,6450,24,4,1,58,1,28
82,0400,2804274,41.80879,6472,36,9,3,46,2,28
82,0400,2804274,28.44444,5504,45,16,4,25,1,28
82,0400,2804274,25,7740,72,9,3,48,1,28
82,0400,2804274,20.83333,6450,72,3,1,45,1,28
82,0400,2804274,20.83333,6450,72,6,2,19,1,28
264,0400,2804283,150,6450,10,12,4,20,2,28
264,0400,2804283,25,6450,60,5,1,58,1,28
264,0400,2804283,55.55556,17200,72,12,4,36,1,28
143,0400,2804297,33.33333,8600,60,12,4,50,1,28
143,0400,2804297,25,7740,72,9,3,49,2,28
143,0400,2804297,21.41473,3315,36,5,1,19,2,28
143,0400,2804297,33.33333,8600,60,12,4,31,1,28
143,0400,2804297,30,5160,40,12,4,56,2,28
143,0400,2804297,32.50253,6429,46,12,4,51,2,28
143,0400,2804297,28.08511,5676,47,12,4,29,2,28
143,0400,2804297,43.06632,10000,54,12,4,29,1,28
172,0399,2804303,56.06312,13500,56,12,4,43,1,28
172,0399,2804303,58.13953,15000,60,0,1,39,2,28
172,0399,2804303,30.20833,6235,48,12,4,19,1,28
172,0399,2804303,34.88372,10500,70,5,1,49,1,28
172,0399,2804303,29.56248,7500,59,9,3,40,1,28
172,0399,2804303,22.72727,6450,66,9,3,19,2,28
172,0399,2804303,22.72727,6450,66,9,3,24,1,28
134,0399,2804307,30.55556,4730,36,3,1,63,1,28
134,0399,2804307,42.10233,9052,50,9,3,39,1,28
134,0399,2804307,17.14286,5160,70,4,1,47,1,28
134,0399,2804307,50,5160,24,9,3,53,2,28
134,0399,2804307,20.63492,5590,63,12,4,24,1,28
134,0399,2804307,35,6321,42,13,4,23,1,28
134,0399,2804307,39.13043,7740,46,12,4,22,1,28
134,0399,2804307,31.875,6579,48,12,4,19,2,28
134,0399,2804307,37.5,3870,24,6,2,65,1,28
134,0399,2804307,18.05556,5590,72,10,3,16,1,28
134,0399,2804307,20,5160,60,2,1,53,1,28
