FAC_TRI,EST_D_TRI,UPM,ING_X_HRS,INGOCUP,HRSOCUP,ANIOS_ESC,NIV_INS,EDA,SEX,ENT
406,0269,1900158,42.22222,8170,45,9,3,23,2,19
406,0269,1900158,35.55556,6880,45,6,2,60,1,19
406,0269,1900158,31.11111,6020,45,9,3,33,1,19
406,0269,1900158,42.5,7310,40,9,3,42,2,19
406,0269,1900158,22.72727,8600,88,12,3,50,2,19
406,0269,1900158,80,17200,50,9,3,18,2,19
695,0270,1900549,83.33333,12900,36,11,3,38,1,19
695,0270,1900549,166.11296,25000,35,11,3,35,1,19
509,0271,1901210,83.33333,21500,60,7,2,40,1,19
509,0271,1901210,31.00775,9600,72,12,3,21,2,19
509,0271,1901210,20.83333,4300,48,9,3,18,2,19
515,0270,1903049,93.02326,18000,45,11,3,61,1,19
515,0270,1903049,38.75969,10000,60,11,3,57,2,19
515,0270,1903049,38.75969,7000,42,12,3,51,1,19
405,0269,1904909,41.98966,6500,36,11,3,47,1,19
515,0270,1903049,155.03876,16000,24,17,4,27,2,19
515,0270,1903049,58.62069,7310,29,17,4,25,2,19
515,0270,1903049,43.99749,7000,37,16,4,24,1,19
405,0269,1904909,24.39024,4300,41,9,3,45,2,19
405,0269,1904909,25.5814,5500,50,17,4,28,2,19
405,0269,1904909,250,21500,20,12,4,47,1,19
405,0269,1904909,42.55319,8600,47,12,4,54,2,19
405,0269,1904909,62.5,3225,12,12,4,25,2,19
405,0269,1904909,107.14286,12900,28,9,3,26,1,19
405,0269,1904909,25,5160,48,11,3,47,2,19
405,0269,1904909,66.86047,11500,40,9,3,51,1,19
405,0269,1904909,155.03876,4000,6,9,3,49,2,19
405,0269,1904909,110.46512,19000,40,17,4,27,2,19
405,0269,1904909,96.51163,16600,40,15,4,24,1,19
405,0269,1904909,90.43928,7000,18,12,4,53,1,19
583,0271,1905572,58.13953,10000,40,16,4,56,2,19
583,0271,1905572,290.69767,50000,40,16,4,55,1,19
583,0271,1905572,232.55814,40000,40,18,4,45,2,19
535,0270,1906736,100,2580,6,17,4,30,1,19
598,0269,1909686,24.8062,5760,54,14,4,39,1,19
598,0269,1909686,50,4300,20,0,1,70,1,19
598,0269,1909686,29.03226,7740,62,6,2,28,1,19
598,0269,1909686,52.63158,8600,38,9,3,53,2,19
598,0269,1909686,51.16279,8800,40,16,4,24,2,19
598,0269,1909686,65.21739,6450,23,9,3,42,2,19
453,0270,1908781,101.74419,14000,32,13,3,54,1,19
453,0270,1908781,72.67442,10000,32,17,4,28,1,19
453,0270,1908781,68.39945,10000,34,9,3,32,1,19
453,0270,1908781,116.27907,30000,60,17,4,45,1,19
427,0270,1900407,136.32719,17000,29,9,3,52,1,19
427,0270,1900407,102.32558,22000,50,15,4,42,1,19
427,0270,1900407,72.5,12470,40,12,4,23,1,19
427,0270,1900407,50,6450,30,6,2,61,1,19
427,0270,1900407,84.84848,12040,33,11,3,55,1,19
427,0270,1900407,96.55172,12040,29,10,3,32,2,19
427,0270,1900407,62.5,8600,32,9,3,32,2,19
427,0270,1900407,66.66667,6880,24,12,3,50,1,19
427,0270,1900407,79.73422,12000,35,15,4,22,2,19
474,0271,1900711,121.12403,25000,48,17,4,53,1,19
474,0271,1900711,110.15912,18000,38,17,4,52,1,19
474,0271,1900711,67.31946,11000,38,15,4,22,1,19
474,0271,1900711,64.59948,10000,36,12,3,59,1,19
474,0271,1900711,99.66777,12000,28,11,3,25,1,19
474,0271,1900711,40.54054,6450,37,15,4,23,1,19
556,0270,1903239,27.68549,10000,84,12,3,26,1,19
556,0270,1903239,41.66667,8600,48,9,3,26,1,19
556,0270,1903239,232.55814,10000,10,9,3,29,2,19
556,0270,1903239,62.5,10750,40,11,3,25,1,19
556,0270,1903239,93.02326,16000,40,12,3,27,1,19
556,0270,1903239,62.5,10750,40,11,3,26,1,19
556,0270,1903239,62.5,10750,40,11,3,21,1,19
415,0269,1903761,48.44961,10000,48,11,3,25,2,19
415,0269,1903761,52.08333,10750,48,6,2,51,1,19
415,0269,1903761,31.25,6450,48,6,2,57,1,19
415,0269,1903761,53.29457,11000,48,11,3,23,1,19
415,0269,1903761,25,5160,48,6,2,30,2,19
415,0269,1903761,17.85714,2150,28,11,3,45,2,19
415,0269,1903761,250,34400,32,11,3,46,1,19
415,0269,1903761,37.5,6450,40,11,3,27,2,19
415,0269,1903761,50,3870,18,9,3,48,2,19
415,0269,1903761,37.5,7740,48,9,3,23,2,19
415,0269,1903761,50,8600,40,9,3,19,2,19
415,0269,1903761,31.25,6450,48,9,3,19,1,19
415,0269,1903761,46.875,6450,32,6,2,56,1,19
415,0269,1903761,37.5,3870,24,9,3,47,2,19
415,0269,1903761,50,5160,24,9,3,25,1,19
415,0269,1903761,37.5,7740,48,11,3,22,2,19
437,0270,1906771,28.57143,2580,21,9,3,72,1,19
437,0270,1906771,20.83333,4300,48,11,3,50,1,19
437,0270,1906771,28.57143,2580,21,9,3,70,2,19
437,0270,1906771,13.28904,6000,105,9,3,51,1,19
437,0270,1906771,81.39535,14000,40,12,4,29,1,19
437,0270,1906771,33.33333,5160,36,9,3,31,2,19
437,0270,1906771,37.5,6450,40,9,3,28,2,19
437,0270,1906771,116.27907,20000,40,17,4,32,1,19
377,0269,1907043,46.51163,800,4,6,2,36,2,19
377,0269,1907043,100,12900,30,9,3,40,1,19
377,0269,1907043,36.66667,4730,30,9,3,17,1,19
377,0269,1907043,35.71429,3225,21,9,3,56,1,19
377,0269,1907043,21.42857,3225,35,6,2,54,2,19
377,0269,1907043,100,12040,28,6,2,23,1,19
377,0269,1907043,145.83333,15050,24,9,3,48,1,19
377,0269,1907043,41.07143,9890,56,12,3,24,1,19
464,0270,1908105,55.55556,4300,18,12,4,44,2,19
464,0270,1908105,290.69767,30000,24,18,4,59,2,19
464,0270,1908105,38.75969,2500,15,15,4,45,1,19
464,0270,1908105,38.75969,4000,24,17,4,46,2,19
464,0270,1908105,58.13953,12000,48,11,3,48,2,19
433,0271,1904224,31.00775,6000,45,16,4,45,2,19
433,0271,1904224,200,34400,40,20,4,35,1,19
501,0271,1904040,72.91667,15050,48,11,3,44,1,19
501,0271,1904040,58.13953,10000,40,11,3,46,2,19
501,0271,1904040,58.13953,10000,40,11,3,22,1,19
501,0271,1904040,93.02326,4800,12,16,4,23,1,19
501,0271,1904040,26.66667,1720,15,6,2,50,2,19
501,0271,1904040,37.5,7740,48,11,3,53,1,19
501,0271,1904040,46.51163,9600,48,12,3,25,1,19
501,0271,1904040,46.875,6450,32,9,3,52,2,19
501,0271,1904040,37.5,6450,40,11,3,18,1,19
841,0269,1902213,50,10320,48,9,3,33,2,19
841,0269,1902213,37.5,7740,48,10,3,16,2,19
841,0269,1902213,37.5,7740,48,6,2,19,2,19
841,0269,1902213,55,9460,40,12,3,45,2,19
841,0269,1902213,81.39535,7000,20,14,4,20,1,19
841,0269,1902213,58.40381,11050,44,9,3,50,1,19
841,0269,1902213,33.33333,2150,15,14,4,21,1,19
841,0269,1902213,87.5,15050,40,8,2,24,1,19
841,0269,1902213,36.36364,6880,44,6,2,53,1,19
841,0269,1902213,30,5160,40,0,1,53,2,19
841,0269,1902213,25,5160,48,9,3,23,1,19
465,0270,1903077,37.5,7740,48,9,3,54,1,19
465,0270,1903077,33.91473,7000,48,17,4,23,2,19
465,0270,1903077,22.22222,5160,54,10,3,54,1,19
465,0270,1903077,54.54545,5160,22,16,4,33,2,19
465,0270,1903077,25,4300,40,9,3,21,1,19
465,0270,1903077,48.44961,10000,48,12,4,26,1,19
465,0270,1903077,52.32558,9000,40,12,4,29,2,19
465,0270,1903077,26.66667,6880,60,9,3,52,1,19
465,0270,1903077,55.55556,4300,18,12,4,25,2,19
375,0271,1904290,57.50529,13600,55,9,3,46,1,19
375,0271,1904290,155.03876,30000,45,16,4,47,1,19
375,0271,1904290,18.457,5000,63,12,3,52,2,19
375,0271,1904290,41.52824,10000,56,11,3,56,1,19
398,0270,1900265,55.17241,6880,29,9,3,32,1,19
398,0270,1900265,75,7740,24,15,4,29,2,19
398,0270,1900265,76.00681,13400,41,13,4,54,1,19
398,0270,1900265,59.375,4085,16,9,3,49,2,19
398,0270,1900265,66.66667,7740,27,14,4,25,1,19
398,0270,1900265,116.27907,25000,50,17,4,37,1,19
398,0270,1900265,75.42426,12000,37,12,3,34,2,19
540,0269,1906631,125,21500,40,11,3,45,1,19
540,0269,1906631,46.51163,9600,48,11,3,22,1,19
540,0269,1906631,54,11610,50,12,4,25,1,19
540,0269,1906631,83.33333,8600,24,9,3,47,1,19
570,0270,1908328,58.13953,12000,48,16,4,25,1,19
570,0270,1908328,93.02326,16000,40,9,3,54,1,19
782,0271,1908714,447.88975,52000,27,18,4,55,1,19
676,0272,1910236,111.11111,12900,27,11,3,36,1,19
676,0272,1910236,62.5,6450,24,9,3,34,1,19
676,0272,1910236,114.23909,28000,57,17,4,43,1,19
452,0270,1909354,63.17829,13040,48,10,3,43,1,19
452,0270,1909354,61.04651,10500,40,9,3,41,2,19
452,0270,1909354,66.66667,4300,15,14,4,22,1,19
499,0269,1903620,37.5,7740,48,0,1,53,1,19
499,0269,1903620,52.08333,10750,48,6,2,33,1,19
499,0269,1903620,37.5,7740,48,9,3,17,1,19
499,0269,1903620,37.5,7740,48,12,4,20,1,19
499,0269,1903620,80,10320,30,6,2,59,2,19
531,0271,1903306,215.11628,37000,40,18,4,45,1,19
531,0271,1903306,125,25800,48,16,4,38,1,19
531,0271,1903306,25.72674,5310,48,9,3,48,1,19
531,0271,1903306,29.06977,5000,40,16,4,21,2,19
430,0270,1901985,87.2093,15000,40,14,4,42,1,19
430,0270,1901985,69.76744,12000,40,11,3,56,2,19
430,0270,1901985,69.44444,10750,36,9,3,32,1,19
430,0270,1901985,34.88372,6000,40,9,3,22,1,19
430,0270,1901985,19.37984,6000,72,9,3,41,1,19
430,0270,1901985,75,19350,60,9,3,27,1,19
310,0269,1901886,29.90033,4500,35,0,1,50,1,19
310,0269,1901886,25,6450,60,9,3,27,1,19
310,0269,1901886,40,8600,50,9,3,44,2,19
310,0269,1901886,44.44444,8600,45,9,3,23,1,19
310,0269,1901886,41.66667,12900,72,9,3,60,1,19
310,0269,1901886,41.66667,12900,72,3,1,63,2,19
310,0269,1901886,41.66667,12900,72,9,3,20,1,19
310,0269,1901886,27.27273,5160,44,9,3,40,1,19
310,0269,1901886,41.66667,6450,36,6,2,39,2,19
417,0270,1903409,69.76744,12000,40,9,3,39,1,19
417,0270,1903409,77.51938,16000,48,12,3,36,2,19
417,0270,1903409,92.59259,10750,27,15,4,27,1,19
417,0270,1903409,33.22259,9000,63,9,3,46,1,19
417,0270,1903409,31.00775,8000,60,9,3,29,1,19
417,0270,1903409,36,7740,50,9,3,20,1,19
556,0271,1900845,63.33333,9804,36,10,3,61,1,19
556,0271,1900845,34.09091,6450,44,9,3,52,1,19
556,0271,1900845,150,6450,10,9,3,24,2,19
556,0271,1900845,100,5160,12,9,3,33,2,19
310,0269,1901922,122.5,12642,24,9,3,50,1,19
310,0269,1901922,116.66667,12040,24,12,4,25,1,19
310,0269,1901922,52.5,8127,36,10,3,20,1,19
310,0269,1901922,48.3871,6450,31,6,2,27,1,19
310,0269,1901922,540.54054,86000,37,2,1,52,1,19
310,0269,1901922,37.5,5160,32,9,3,46,2,19
310,0269,1901922,54.05405,8600,37,10,3,16,1,19
310,0269,1901922,86.48649,13760,37,6,2,32,1,19
310,0269,1901922,25.27806,5000,46,9,3,57,2,19
542,0270,1901083,33.33333,8600,60,9,3,47,1,19
310,0269,1901922,31.57895,7740,57,11,3,33,2,19
310,0269,1901922,56,12040,50,11,3,30,1,19
542,0270,1901083,47.48062,9800,48,9,3,25,1,19
542,0270,1901083,33.59173,7800,54,17,4,23,1,19
542,0270,1901083,59.30233,10200,40,17,4,21,2,19
542,0270,1901083,31.48148,7310,54,11,3,22,1,19
542,0270,1901083,44.44444,10320,54,9,3,50,1,19
542,0270,1901083,35,9030,60,11,3,30,2,19
542,0270,1901083,42.59259,9890,54,15,4,25,2,19
542,0270,1901083,35.41667,7310,48,9,3,46,1,19
542,0270,1901083,50,7740,36,9,3,43,2,19
415,0269,1900289,84.84848,12040,33,6,2,35,1,19
415,0269,1900289,58.82353,8600,34,9,3,28,1,19
415,0269,1900289,67.56757,10750,37,9,3,33,1,19
415,0269,1900289,83.33333,8600,24,11,3,19,1,19
415,0269,1900289,75,12900,40,6,2,43,1,19
415,0269,1900289,142.85714,17200,28,6,2,37,1,19
415,0269,1900289,66.66667,8600,30,6,2,34,2,19
415,0269,1900289,83.33333,8600,24,0,1,64,1,19
440,0270,1900601,91.66667,7095,18,9,3,59,2,19
440,0270,1900601,41.86047,4500,25,11,3,30,1,19
440,0270,1900601,75,7740,24,9,3,44,1,19
440,0270,1900601,52.08333,10750,48,11,3,43,1,19
435,0271,1902411,52.08333,10750,48,9,2,50,1,19
435,0271,1902411,104.65116,18000,40,17,4,45,1,19
435,0271,1902411,47.56871,9000,44,17,4,47,1,19
435,0271,1902411,76.66667,9890,30,15,4,23,2,19
435,0271,1902411,37.5,7740,48,14,4,21,2,19
435,0271,1902411,127.90698,22000,40,16,4,47,1,19
435,0271,1902411,38.75969,6000,36,13,4,20,1,19
435,0271,1902411,19.89664,6160,72,9,3,39,1,19
421,0270,1902406,58.13953,12000,48,17,4,42,2,19
421,0270,1902406,33.91473,7000,48,9,3,41,1,19
421,0270,1902406,27.08333,5590,48,9,3,42,2,19
421,0270,1902406,76.97674,16550,50,12,4,25,1,19
421,0270,1902406,175,12040,16,17,4,37,1,19
421,0270,1902406,42,9030,50,9,3,39,1,19
421,0270,1902406,27.08333,5590,48,11,3,18,2,19
421,0270,1902406,14.28571,2580,42,8,2,16,2,19
441,0269,1904342,52.08333,10750,48,9,3,49,1,19
441,0269,1904342,25,4300,40,15,4,20,2,19
441,0269,1904342,208.33333,43000,48,17,4,56,1,19
441,0269,1904342,50,4300,20,6,2,37,2,19
441,0269,1904342,27.77778,8600,72,15,4,23,2,19
1110,0271,1904276,59.94832,11600,45,11,3,39,1,19
441,0269,1904342,58.13953,10000,40,12,3,57,2,19
441,0269,1904342,100,25800,60,9,3,28,1,19
1110,0271,1904276,49.4186,10200,48,15,4,36,1,19
1110,0271,1904276,55,9460,40,6,2,44,1,19
1110,0271,1904276,50,8600,40,9,3,37,1,19
453,0270,1905697,45.45455,8600,44,12,3,40,1,19
453,0270,1905697,15.625,6450,96,8,2,25,1,19
453,0270,1905697,44.18605,7600,40,13,4,26,1,19
453,0270,1905697,25,5160,48,9,3,63,1,19
453,0270,1905697,31.71247,6000,44,9,3,38,1,19
453,0270,1905697,31.81818,6020,44,9,3,36,2,19
902,0269,1909789,62.5,15050,56,9,3,39,1,19
902,0269,1909789,26.66667,6880,60,9,3,46,1,19
902,0269,1909789,21.2766,4300,47,11,3,38,1,19
438,0270,1909618,88.88889,17200,45,12,4,25,1,19
438,0270,1909618,54.28571,8170,35,6,2,45,2,19
438,0270,1909618,29.41176,6450,51,12,4,19,1,19
438,0270,1909618,21.31783,4400,48,12,4,46,1,19
438,0270,1909618,57.89729,11950,48,9,3,39,1,19
438,0270,1909618,35.41667,7310,48,12,4,33,2,19
438,0270,1909618,83.33333,21500,60,9,3,46,1,19
438,0270,1909618,37.5,7740,48,9,3,26,1,19
665,0274,1910894,40,5160,30,10,3,40,2,19
665,0274,1910894,129.19897,20000,36,17,4,62,2,19
665,0274,1910894,142.11886,22000,36,17,4,63,1,19
665,0274,1910894,19.58333,4042,48,6,2,56,2,19
665,0274,1910894,27.90698,6000,50,11,3,20,2,19
665,0274,1910894,67.5,11610,40,9,3,55,2,19
665,0274,1910894,35.71429,4300,28,6,2,48,1,19
454,0269,1901686,52.08333,10750,48,16,4,51,1,19
454,0269,1901686,30,3870,30,9,3,44,1,19
454,0269,1901686,29.06977,6000,48,12,4,55,1,19
454,0269,1901686,25,5160,48,9,3,48,2,19
454,0269,1901686,59.80066,18000,70,9,3,30,1,19
454,0269,1901686,62.5,10750,40,9,3,25,1,19
532,0270,1903443,31.25194,8063,60,17,4,26,1,19
465,0271,1908742,160.38492,20000,29,16,4,31,2,19
465,0271,1908742,232.55814,15000,15,18,4,29,2,19
465,0271,1908742,30,2580,20,12,3,54,2,19
465,0271,1908742,35.77818,8000,52,16,4,29,1,19
465,0271,1908742,34.375,4730,32,11,3,18,1,19
465,0271,1908742,26.32734,6000,53,11,3,48,2,19
465,0271,1908742,55.81395,12000,50,15,4,23,2,19
465,0271,1908742,22.22222,2580,27,11,3,19,1,19
465,0271,1908742,170.99863,25000,34,17,4,27,1,19
465,0271,1908742,261.62791,45000,40,17,4,26,1,19
465,0271,1908742,48.14815,5590,27,9,3,41,1,19
465,0271,1908742,26.78571,3225,28,9,3,44,2,19
398,0269,1900311,46.875,6450,32,9,3,54,2,19
398,0269,1900311,39.58333,8170,48,11,3,28,2,19
398,0269,1900311,58.33333,9030,36,9,3,28,1,19
398,0269,1900311,45,7740,40,9,3,31,2,19
398,0269,1900311,29.16667,6020,48,9,3,24,2,19
398,0269,1900311,61.25,10535,40,9,3,30,1,19
398,0269,1900311,26.66667,5160,45,9,3,20,2,19
398,0269,1900311,63.63636,15050,55,6,2,47,1,19
437,0270,1907109,113.63636,21500,44,9,3,50,1,19
437,0270,1907109,52.08333,10750,48,9,3,46,2,19
437,0270,1907109,41.66667,8600,48,12,4,21,2,19
437,0270,1907109,83.33333,17200,48,11,3,32,1,19
437,0270,1907109,25,2580,24,9,3,51,1,19
437,0270,1907109,34.09091,6450,44,8,2,31,2,19
437,0270,1907109,33.22259,12000,84,9,3,53,1,19
437,0270,1907109,31.25,6450,48,3,1,40,1,19
437,0270,1907109,62.5,12900,48,9,3,39,2,19
437,0270,1907109,40.90909,7740,44,9,3,54,2,19
742,0271,1904119,60,3870,15,9,3,40,2,19
742,0271,1904119,135.65891,14000,24,17,4,38,1,19
427,0269,1908546,77.51938,12000,36,16,4,29,1,19
427,0269,1908546,41.66667,6450,36,6,2,53,2,19
427,0269,1908546,56.25,7740,32,9,3,33,1,19
427,0269,1908546,40.625,5590,32,9,3,23,1,19
427,0269,1908546,28.57143,8600,70,2,1,75,1,19
427,0269,1908546,75,2580,8,9,3,81,2,19
394,0270,1902815,23.80952,4300,42,10,3,25,2,19
394,0270,1902815,62.5,8600,32,16,4,44,1,19
394,0270,1902815,37.37542,13500,84,11,3,39,2,19
394,0270,1902815,37.37542,13500,84,14,4,32,2,19
394,0270,1902815,49.83389,12000,56,16,4,42,2,19
394,0270,1902815,52.08333,10750,48,12,3,47,2,19
394,0270,1902815,84.03805,15900,44,17,4,28,1,19
394,0270,1902815,46.51163,5000,25,16,4,21,2,19
908,0269,1904658,33.33333,4300,30,6,2,46,1,19
908,0269,1904658,62.5,12900,48,9,3,45,2,19
908,0269,1904658,37.5,7740,48,9,3,46,1,19
908,0269,1904658,31.25,6450,48,9,3,22,1,19
908,0269,1904658,25.83979,4000,36,12,4,19,2,19
908,0269,1904658,41.66667,8600,48,2,1,29,1,19
908,0269,1904658,37.5,7740,48,17,4,48,2,19
482,0270,1909399,46.2963,10750,54,6,2,65,1,19
482,0270,1909399,25.92593,6020,54,6,2,73,1,19
482,0270,1909399,28.57143,5160,42,9,3,53,2,19
482,0270,1909399,40,8600,50,17,4,34,1,19
482,0270,1909399,116.27907,20000,40,17,4,31,2,19
836,0271,1901744,62.0155,16000,60,17,4,48,1,19
836,0271,1901744,122.09302,21000,40,17,4,39,1,19
836,0271,1901744,31.25,6450,48,9,3,27,1,19
836,0271,1901744,41.66667,8600,48,9,3,19,2,19
836,0271,1901744,24.28571,7310,70,10,3,18,2,19
836,0271,1901744,45.73643,9440,48,9,3,26,1,19
836,0271,1901744,37.37542,9000,56,10,3,30,2,19
836,0271,1901744,166.11296,30000,42,9,3,39,1,19
836,0271,1901744,166.11296,30000,42,17,4,40,2,19
536,0270,1903643,398.83721,6860,4,6,2,48,1,19
536,0270,1903643,53.19149,10750,47,16,4,26,2,19
593,0269,1900350,42.85714,6450,35,0,1,52,1,19
593,0269,1900350,54.99316,8040,34,9,3,25,1,19
593,0269,1900350,20.83333,4300,48,9,3,18,2,19
593,0269,1900350,20.83333,4300,48,10,3,21,1,19
593,0269,1900350,40,6020,35,11,3,56,2,19
593,0269,1900350,42.85714,5160,28,11,3,21,2,19
593,0269,1900350,20,5160,60,9,3,37,1,19
593,0269,1900350,42.1875,5805,32,9,3,19,1,19
593,0269,1900350,29.16667,6020,48,3,1,64,1,19
593,0269,1900350,37.5,6450,40,9,3,34,1,19
558,0270,1906228,37.5,6450,40,6,2,40,2,19
558,0270,1906228,77.51938,8000,24,17,4,24,2,19
558,0270,1906228,75,15480,48,9,3,47,1,19
558,0270,1906228,42.5,7310,40,11,3,24,1,19
473,0269,1908628,41.66667,6450,36,9,3,32,1,19
473,0269,1908628,46.66667,9030,45,10,3,23,1,19
473,0269,1908628,46.66667,9030,45,9,3,32,2,19
473,0269,1908628,46.66667,9030,45,9,3,16,2,19
473,0269,1908628,113.63636,10750,22,9,3,35,1,19
473,0269,1908628,32.29167,6665,48,9,3,33,2,19
473,0269,1908628,48.4375,6665,32,9,3,17,2,19
473,0269,1908628,32.43243,5160,37,10,3,16,1,19
461,0270,1908565,30,5160,40,9,3,45,2,19
461,0270,1908565,26.57807,5600,49,9,3,25,1,19
461,0270,1908565,58.62069,7310,29,11,3,41,1,19
461,0270,1908565,437.5,15050,8,16,4,31,2,19
681,0274,1910900,41.66667,8600,48,11,3,47,1,19
681,0274,1910900,62.5,12900,48,9,3,40,1,19
681,0274,1910900,145.34884,10000,16,17,4,60,1,19
403,0270,1900320,22.91667,4730,48,9,3,26,1,19
403,0270,1900320,35,6020,40,9,3,42,2,19
403,0270,1900320,22.91667,4730,48,12,3,19,1,19
417,0270,1903892,52.08333,10750,48,9,3,50,1,19
417,0270,1903892,37.5,3870,24,11,3,50,2,19
417,0270,1903892,37.35465,7710,48,9,3,45,1,19
417,0270,1903892,37.5,7740,48,9,3,22,2,19
417,0270,1903892,41.66667,8600,48,14,4,22,1,19
304,0269,1909034,24.32432,3870,37,6,2,60,2,19
304,0269,1909034,45.45455,10750,55,6,2,36,1,19
304,0269,1909034,46.07284,10500,53,5,1,28,1,19
304,0269,1909034,75,5160,16,12,3,55,1,19
304,0269,1909034,66.44518,8000,28,18,4,24,2,19
304,0269,1909034,69.44444,10750,36,9,3,52,1,19
304,0269,1909034,85.71429,12900,35,9,3,19,1,19
304,0269,1909034,78.125,10750,32,9,3,23,1,19
304,0269,1909034,75,12900,40,9,3,27,1,19
304,0269,1909034,65.78947,10750,38,10,3,21,1,19
304,0269,1909034,27.77778,8600,72,9,3,19,2,19
304,0269,1909034,20.83333,6450,72,8,2,15,2,19
562,0270,1902264,64.28571,7740,28,9,3,45,1,19
562,0270,1902264,24.22481,5000,48,9,3,55,2,19
562,0270,1902264,41.34367,8000,45,12,3,51,2,19
392,0271,1903792,40,4300,25,9,3,54,2,19
392,0271,1903792,166.66667,21500,30,14,4,58,2,19
392,0271,1903792,138.88889,21500,36,16,4,27,1,19
433,0269,1907122,31.00775,6400,48,4,1,40,1,19
433,0269,1907122,40.90909,7740,44,12,4,38,1,19
433,0269,1907122,23.25581,600,6,12,4,34,2,19
1084,0269,1907122,124.58472,30000,56,9,3,36,1,19
433,0269,1907122,68.18182,12900,44,9,3,52,1,19
433,0269,1907122,27.27273,5160,44,10,3,56,1,19
433,0269,1907122,27.27273,5160,44,9,3,32,1,19
433,0269,1907122,27.27273,5160,44,10,3,27,2,19
433,0269,1907122,31.71247,6000,44,9,3,46,1,19
404,0270,1901758,57.29167,11825,48,12,4,35,1,19
404,0270,1901758,15.625,3225,48,9,3,30,1,19
404,0270,1901758,37.5,6450,40,9,3,27,2,19
404,0270,1901758,37.37542,9000,56,9,3,46,1,19
404,0270,1901758,62.0155,8000,30,17,4,23,2,19
404,0270,1901758,31.25,6450,48,11,3,17,2,19
404,0270,1901758,36.99789,7000,44,9,3,42,1,19
404,0270,1901758,52.08333,10750,48,13,4,20,1,19
471,0271,1909656,45.95446,9485,48,9,3,25,1,19
471,0271,1909656,32.5,5590,40,9,3,42,2,19
471,0271,1909656,21.42857,6450,70,9,3,59,1,19
471,0271,1909656,16.66667,5160,72,12,4,20,2,19
593,0271,1905930,33.91473,7000,48,9,3,46,2,19
593,0271,1905930,74.4186,16000,50,17,4,41,1,19
593,0271,1905930,50,8600,40,16,4,41,2,19
593,0271,1905930,88.59358,16000,42,13,4,23,1,19
593,0271,1905930,39.33333,7611,45,11,3,54,2,19
430,0270,1903415,62.0155,16000,60,14,4,27,1,19
430,0270,1903415,71.77778,13889,45,12,4,36,1,19
430,0270,1903415,104.16667,10750,24,12,4,43,1,19
430,0270,1903415,36.82171,7600,48,11,3,37,2,19
430,0270,1903415,22.91667,4730,48,11,3,18,2,19
431,0269,1902798,46.875,3225,16,6,2,67,2,19
430,0270,1903415,54.54545,12900,55,9,3,30,1,19
431,0269,1902798,49.83389,9000,42,11,3,28,1,19
431,0269,1902798,54,11610,50,16,4,24,1,19
431,0269,1902798,441.86047,7600,4,12,4,54,2,19
431,0269,1902798,66.66667,7740,27,11,3,50,1,19
431,0269,1902798,2000,8600,1,9,3,51,1,19
748,0269,1902798,19.37984,4000,48,12,4,55,2,19
444,0270,1903322,111.11111,8600,18,12,3,46,1,19
444,0270,1903322,81.39535,16800,48,16,4,30,1,19
444,0270,1903322,29.16667,6020,48,14,4,40,2,19
617,0271,1907020,77.51938,8000,24,11,3,45,2,19
617,0271,1907020,158.56237,30000,44,13,4,38,1,19
369,0269,1904526,20.83333,4300,48,9,3,49,2,19
369,0269,1904526,33.22259,12000,84,8,2,39,1,19
369,0269,1904526,46.66667,3010,15,9,3,25,2,19
369,0269,1904526,23.33333,3010,30,9,3,51,1,19
369,0269,1904526,71.42857,17200,56,9,3,40,1,19
369,0269,1904526,43.33333,11180,60,12,4,24,1,19
619,0270,1909222,50,12900,60,9,3,45,1,19
619,0270,1909222,35.71429,6450,42,9,3,57,2,19
619,0270,1909222,20.83333,4300,48,11,3,59,2,19
619,0270,1909222,70,15050,50,12,4,27,1,19
619,0270,1909222,43.60465,6000,32,15,4,24,2,19
436,0271,1907658,200,2580,3,9,3,52,2,19
436,0271,1907658,30,7740,60,16,4,30,1,19
436,0271,1907658,29.06977,5000,40,16,4,30,2,19
436,0271,1907658,34.88372,9000,60,9,3,54,1,19
436,0271,1907658,19.93355,3000,35,9,3,38,2,19
436,0271,1907658,12.45847,3000,56,9,3,17,2,19
436,0271,1907658,80,17200,50,12,4,39,1,19
436,0271,1907658,398.6711,12000,7,12,3,51,2,19
187,0275,1911401,31.25,6450,48,9,3,35,1,19
187,0275,1911401,20,1720,20,6,2,36,2,19
187,0275,1911401,20,1720,20,9,3,19,2,19
418,0269,1902327,29.06977,6000,48,11,3,49,1,19
418,0269,1902327,54.06977,11160,48,16,4,29,1,19
418,0269,1902327,41.66667,8600,48,9,3,53,2,19
418,0269,1902327,37.5,7740,48,11,3,28,1,19
418,0269,1902327,17.44186,3600,48,9,3,47,1,19
418,0269,1902327,87.5,9030,24,9,3,47,2,19
418,0269,1902327,25,7740,72,12,4,38,1,19
558,0270,1901100,155.03876,32000,48,17,4,43,1,19
558,0270,1901100,625,107500,40,16,4,52,1,19
558,0270,1901100,54.16667,5590,24,12,3,56,2,19
558,0270,1901100,13.33333,3440,60,11,3,23,2,19
556,0271,1904304,35.52972,11000,72,15,4,43,1,19
556,0271,1904304,40,3440,20,9,3,40,2,19
556,0271,1904304,33.18798,6850,48,9,3,36,1,19
556,0271,1904304,38.51744,7950,48,17,4,43,1,19
524,0270,1903416,29.06977,6000,48,12,4,54,1,19
